member_id,first_name,last_name,email,phone,dob,state,zip_code,enrollment_date,agent_id,carrier,plan_type
MEM003893,David,Snyder,michael13@example.com,9356979780,1995-09-05,FL,13624,2023-10-12,AGT0035,VSP,Vision Premium
MEM003894,Stephen,Andersen,ywilliamson@example.org,+1-236-493-9499x572,1960-01-15,MI,07232,2023-12-26,AGT0043,Zurich,Vision Premium
MEM003895,Jamie,Stewart,brownamber@example.org,546-381-3893,1962-03-08,FL,28242,2024-04-09,AGT0016,VSP,Dental Premium
MEM003896,Alexandra,Gonzalez,bailey35@example.net,+1-724-393-7104x17628,1951-11-29,GA,01341,2023-07-21,AGT0071,Zurich,Dental+Vision Bundle
MEM003897,John,Smith,jenkinsmary@example.net,803-297-6211x880,1984-06-05,KY,36751,2023-04-19,AGT0005,MetLife,Dental Premium
MEM003898,John,Melendez,rodriguezdeborah@example.org,699-312-0624,2002-12-28,TX,69725,2023-08-02,AGT0067,MetLife,Vision Basic
MEM003899,Leslie,Smith,udeleon@example.com,+1-615-509-9575x68113,1999-03-14,FL,10584,2023-07-30,AGT0057,Zurich,Vision Premium
MEM003900,Matthew,Whitaker,megangreen@example.org,+1-428-822-3596x347,1969-12-16,MI,22301,2024-06-08,AGT0028,VSP,Dental Premium
MEM003901,Jessica,Hood,woodardkathryn@example.org,001-916-452-7730,1990-04-30,IN,89026,2024-05-01,AGT0033,MetLife,Dental Basic
MEM003902,Johnathan,Smith,wmitchell@example.org,8257406467,1951-02-13,CA,08967,2023-01-09,AGT0015,VSP,Dental Basic
MEM003903,Travis,Washington,uherman@example.org,(691)623-6556,1987-08-09,IN,14720,2024-10-14,AGT0024,Zurich,Dental Basic
MEM003904,Jorge,Gonzalez,joneslori@example.net,4384240309,1981-04-13,KY,88748,2023-05-17,AGT0022,MetLife,Dental+Vision Bundle
MEM003905,William,Casey,paulstuart@example.com,(663)209-0669x5804,1965-04-15,MI,51794,2023-03-11,AGT0011,Zurich,Dental Basic
MEM003906,Sydney,Massey,larry51@example.com,617.492.3002x883,1981-12-12,FL,70801,2024-10-30,AGT0060,MetLife,Dental Basic
MEM003907,Joseph,Phillips,kari07@example.com,+1-229-282-8037x9440,1955-12-13,IN,08995,2023-10-14,AGT0008,Zurich,Vision Premium
MEM003908,Adam,Gay,kmoreno@example.com,890.836.4964x4221,1974-05-31,OH,90075,2024-08-28,AGT0073,MetLife,Dental Basic
MEM003909,Alexandra,Flynn,lelliott@example.com,001-934-485-9635,1971-07-20,TX,17352,2024-01-16,AGT0010,MetLife,Vision Basic
MEM003910,Linda,Wade,stewartkiara@example.net,(205)279-4815x7581,1977-10-09,OH,10637,2024-09-22,AGT0019,MetLife,Vision Premium
MEM003911,Julie,Parker,lward@example.com,(573)479-8480x020,1991-10-10,IN,68462,2024-07-11,AGT0076,Zurich,Vision Premium
MEM003912,Troy,Schneider,ramosalexandra@example.net,(917)583-2250x9155,1963-07-20,GA,21311,2024-05-01,AGT0033,Zurich,Dental Premium
MEM003913,Gregory,Thomas,jacquelinemorales@example.org,575-442-6988,1965-12-02,TN,08412,2023-07-07,AGT0011,VSP,Dental+Vision Bundle
MEM003914,Robin,Mendez,tayloredward@example.com,+1-839-906-1845,1966-08-24,KY,19332,2023-05-28,AGT0002,VSP,Dental+Vision Bundle
MEM003915,Samuel,Bell,andrewmann@example.net,894.984.7714,1969-03-13,IL,31134,2024-10-23,AGT0054,MetLife,Dental Basic
MEM003916,Jamie,Chapman,deandavid@example.net,601.983.2740x316,1954-08-19,IN,35642,2024-09-28,AGT0025,VSP,Dental Premium
MEM003917,John,Miller,chungkaren@example.net,465.315.0218x645,1958-11-26,GA,75884,2024-03-17,AGT0028,MetLife,Vision Basic
MEM003918,Kevin,Diaz,prussell@example.net,(518)790-8540x30325,1998-12-31,GA,42791,2023-06-02,AGT0058,Zurich,Vision Premium
MEM003919,Mark,Munoz,james72@example.org,001-956-500-6420x92259,1963-08-03,IN,81521,2023-02-27,AGT0005,Zurich,Dental Premium
MEM003920,Lisa,Ford,griffinpatricia@example.org,4605113032,1985-01-26,GA,87804,2023-08-31,AGT0018,MetLife,Vision Basic
MEM003921,Erik,Kelly,jeffrey74@example.com,365.460.2674,1986-09-19,TX,11090,2023-07-21,AGT0075,MetLife,Dental Basic
MEM003922,Melinda,Robinson,johnsilva@example.com,(523)897-2484,1992-09-07,CA,95329,2024-04-21,AGT0041,MetLife,Dental Basic
MEM003923,Jill,Ball,ywolfe@example.com,001-939-310-5150,1971-11-02,IL,82764,2024-05-21,AGT0043,Zurich,Dental+Vision Bundle
MEM003924,Michelle,Zuniga,gutierrezmargaret@example.com,259.485.1532,1991-05-24,MI,73694,2023-01-27,AGT0079,VSP,Dental Basic
MEM003925,Jeremy,Watson,edward49@example.com,8153280064,1990-07-03,IL,82527,2023-02-05,AGT0021,MetLife,Dental Basic
MEM003926,Lee,Barrett,rebeccalowe@example.com,(896)249-2896x3899,1984-02-25,CA,14043,2024-07-07,AGT0006,Zurich,Vision Basic
MEM003927,Jack,Fisher,mariejohnson@example.com,364.524.9442x828,1984-12-22,FL,20762,2023-03-19,AGT0019,MetLife,Dental Basic
MEM003928,Matthew,Miller,nicholasgibbs@example.net,+1-817-282-7297x213,1978-05-15,KY,73493,2023-09-17,AGT0053,MetLife,Dental+Vision Bundle
MEM003929,Phillip,Smith,brendaperez@example.com,(801)224-0403x417,2001-02-02,IL,87642,2023-04-24,AGT0071,MetLife,Vision Basic
MEM003930,Emily,Freeman,samanthawoods@example.net,486.240.4704,1990-10-20,KY,87047,2023-01-07,AGT0040,MetLife,Dental Premium
MEM003931,Amy,Atkinson,fle@example.net,363.759.4301x22694,1970-03-28,KY,32483,2023-05-29,AGT0038,MetLife,Dental Basic
MEM003932,Diane,King,davidruiz@example.org,+1-450-498-2216x2593,1958-05-01,GA,36512,2023-05-28,AGT0002,MetLife,Dental Premium
MEM003933,Alan,Deleon,cynthia74@example.net,783.441.6232,2002-09-23,KY,67330,2023-08-08,AGT0011,MetLife,Dental+Vision Bundle
MEM003934,Victor,Parker,taylordaniel@example.org,322.376.0392,1951-07-12,CA,54340,2024-11-11,AGT0035,VSP,Vision Premium
MEM003935,Lauren,Mason,pricesheila@example.net,755.512.9986x63180,1992-07-26,IL,01603,2024-04-01,AGT0049,Zurich,Dental Basic
MEM003936,Christina,Myers,floydkenneth@example.com,750.577.3188,1966-05-21,GA,61827,2024-11-21,AGT0046,VSP,Dental Basic
MEM003937,Stephen,Allen,brooke40@example.net,533-524-3350x69844,1992-03-12,GA,96358,2023-05-14,AGT0011,Zurich,Vision Basic
MEM003938,Zachary,Smith,rachel71@example.net,(778)806-6448,1999-12-28,IN,63781,2023-11-04,AGT0018,VSP,Dental+Vision Bundle
MEM003939,Latoya,Norris,krobertson@example.com,001-285-851-2701x1836,2002-06-04,TX,30172,2024-01-03,AGT0045,MetLife,Dental Premium
MEM003940,Lauren,Berg,ssmith@example.net,001-555-845-6515x4142,1959-06-28,OH,10460,2023-05-15,AGT0074,Zurich,Dental Basic
MEM003941,Teresa,Edwards,david82@example.org,(281)640-1011x905,2002-03-01,OH,95820,2024-07-03,AGT0022,VSP,Vision Basic
MEM003942,Kyle,Jackson,barnesstephanie@example.net,001-408-810-6355x197,1975-08-14,CA,25455,2024-02-19,AGT0069,VSP,Dental Premium
MEM003943,Kelly,Nelson,robert82@example.com,768.225.8459x7220,1988-05-24,TX,16369,2024-07-23,AGT0054,MetLife,Dental Basic
MEM003944,Gloria,Reyes,brightronnie@example.com,+1-896-577-7619x20297,1955-04-11,IN,58110,2024-01-24,AGT0065,Zurich,Dental Premium
MEM003945,Sean,Reed,elizabeth79@example.com,001-531-793-6671x1625,1973-03-21,IN,23955,2024-04-12,AGT0066,Zurich,Dental Basic
MEM003946,Derek,Lawson,teresahansen@example.org,001-518-979-3759,2000-01-06,OH,83697,2024-11-04,AGT0073,MetLife,Vision Basic
MEM003947,David,Gomez,robinsonkimberly@example.com,662.207.1389x47785,1976-02-28,CA,58693,2024-05-17,AGT0073,MetLife,Dental Basic
MEM003948,Brenda,Stout,christinahill@example.org,(836)846-2850,1953-11-30,IN,60304,2023-11-04,AGT0052,Zurich,Vision Premium
MEM003949,Hannah,Cortez,sanderskatherine@example.com,240.755.0375x016,1968-02-02,GA,48264,2024-06-25,AGT0078,Zurich,Vision Basic
MEM003950,Tracy,Williams,cromero@example.net,923-872-8735,1979-04-02,MI,68478,2023-07-22,AGT0036,Zurich,Dental Premium
MEM003951,Michael,King,wbailey@example.net,001-990-695-4717,1974-04-06,FL,96205,2024-03-23,AGT0006,Zurich,Dental Basic
MEM003952,Cole,Fox,rcampbell@example.net,001-296-615-1600,2001-07-03,TX,37748,2023-08-18,AGT0053,VSP,Dental Premium
MEM003953,Stacy,Cox,michellecortez@example.org,6067707603,1963-04-13,IN,29612,2023-07-11,AGT0022,MetLife,Dental+Vision Bundle
MEM003954,Andrew,Pena,rfields@example.org,(627)542-1281x330,1994-02-09,IL,69400,2023-07-24,AGT0002,VSP,Dental+Vision Bundle
MEM003955,Brian,Fischer,fernandeztravis@example.net,(637)741-2600x267,1968-09-03,MI,90108,2023-01-02,AGT0001,MetLife,Dental Basic
MEM003956,Karen,Cruz,david06@example.org,788-778-2028x2536,1996-07-24,GA,20070,2024-07-15,AGT0032,VSP,Vision Premium
MEM003957,Eric,Edwards,meghan03@example.org,(751)657-1619,1990-09-06,MI,54255,2024-02-17,AGT0076,MetLife,Vision Basic
MEM003958,Stephen,Lopez,juareznicole@example.com,585-707-1138,1996-04-22,TX,09251,2023-01-04,AGT0074,Zurich,Dental+Vision Bundle
MEM003959,Jorge,Wright,whitney65@example.net,688-854-7620x693,1972-08-14,OH,63989,2023-05-05,AGT0052,MetLife,Dental Basic
MEM003960,Jason,Smith,danielcarlson@example.com,474-432-6417,1984-06-29,CA,47694,2023-04-05,AGT0020,MetLife,Dental Basic
MEM003961,Michael,Carter,andrew82@example.net,001-890-591-0102,1968-01-31,FL,76887,2024-05-21,AGT0075,Zurich,Vision Basic
MEM003962,Erin,Smith,guzmananthony@example.net,294.888.3403,1991-04-03,CA,89227,2024-08-14,AGT0006,VSP,Dental Basic
MEM003963,Aaron,Douglas,conwaysharon@example.com,(497)203-4505,1976-12-07,TX,22971,2023-12-11,AGT0011,Zurich,Dental Premium
MEM003964,John,Knox,courtney39@example.net,001-374-622-5779x83042,1984-11-08,MI,42608,2023-09-22,AGT0006,MetLife,Dental Basic
MEM003965,Jamie,Martin,johndavis@example.net,8199386822,2002-11-20,TX,23183,2024-09-03,AGT0036,Zurich,Dental Basic
MEM003966,John,Fisher,harperkeith@example.com,447-556-2978,1960-08-26,OH,47339,2024-03-20,AGT0032,VSP,Dental Basic
MEM003967,Matthew,Costa,frostsarah@example.net,001-844-546-9048x835,1996-12-15,OH,37817,2023-04-09,AGT0041,MetLife,Vision Premium
MEM003968,Tracy,Cervantes,htran@example.org,777-610-8696,1983-02-20,KY,05700,2024-07-22,AGT0043,Zurich,Dental Basic
MEM003969,Randall,Mcintosh,thomasmitchell@example.net,514-707-7142x1054,1977-09-22,IL,97918,2024-08-10,AGT0003,MetLife,Vision Basic
MEM003970,Laura,Miller,ogarcia@example.net,997-999-2291x080,1951-01-30,OH,71521,2024-11-11,AGT0047,MetLife,Dental Premium
MEM003971,Mindy,Wu,chelsea91@example.net,+1-528-692-1769x603,1974-12-01,GA,64857,2023-09-02,AGT0053,MetLife,Dental Premium
MEM003972,Tammy,Fox,roberthenderson@example.org,001-261-250-1860x5035,2001-07-25,CA,86451,2024-01-20,AGT0077,VSP,Dental Premium
MEM003973,Victor,Rowe,cranecolin@example.com,2764703470,1986-04-14,GA,52335,2023-10-07,AGT0057,MetLife,Vision Premium
MEM003974,Vanessa,Webb,emily46@example.org,(550)574-7621,1955-04-03,TX,97988,2023-04-08,AGT0018,VSP,Dental+Vision Bundle
MEM003975,Grace,Hudson,joneswilliam@example.com,001-970-771-9925,1962-06-30,TX,16170,2023-01-17,AGT0012,Zurich,Vision Basic
MEM003976,Dale,Jones,melody03@example.com,(287)356-7311,1969-12-17,TX,61462,2023-05-22,AGT0058,Zurich,Dental+Vision Bundle
MEM003977,Patrick,Smith,scottdavis@example.org,(515)640-9856x91039,1950-02-06,IL,73833,2023-10-23,AGT0051,MetLife,Dental Basic
MEM003978,David,Brown,larrypeterson@example.net,317.342.2165,1994-12-06,OH,47831,2023-12-21,AGT0064,VSP,Vision Premium
MEM003979,Jill,Maxwell,mayspaul@example.net,889.453.7928x063,1991-12-13,MI,34719,2023-05-20,AGT0046,Zurich,Dental+Vision Bundle
MEM003980,Alexa,Vasquez,christiegarcia@example.org,658-425-0843,1977-12-14,IL,12765,2024-02-26,AGT0029,VSP,Dental+Vision Bundle
MEM003981,Michelle,Wilson,codypayne@example.net,(988)229-1454,1950-10-03,KY,85054,2023-01-18,AGT0012,MetLife,Vision Basic
MEM003982,Donna,Morse,robin32@example.org,(559)454-3244,1962-07-07,TX,23288,2024-07-27,AGT0043,MetLife,Vision Basic
MEM003983,Brian,Owens,montoyamark@example.org,+1-998-494-0816,1956-03-25,IL,32491,2024-03-04,AGT0042,VSP,Vision Basic
MEM003984,Sarah,Werner,xrichards@example.org,001-907-638-5153x4356,1985-09-01,OH,09859,2023-10-21,AGT0005,MetLife,Vision Basic
MEM003985,Michael,Barry,prestonkevin@example.org,345.756.3780x187,1969-08-27,IN,12246,2023-06-27,AGT0034,VSP,Dental Premium
MEM003986,Jeremy,Harrell,fosterkenneth@example.net,(912)999-2623x61815,1957-08-25,IL,58544,2023-02-25,AGT0072,MetLife,Vision Basic
MEM003987,Richard,Mitchell,jamesmoreno@example.net,707-290-4755x23033,1957-10-10,IN,14310,2024-04-14,AGT0012,Zurich,Dental+Vision Bundle
MEM003988,Gregory,Jackson,petersenkristin@example.org,001-424-393-4158x221,1967-12-28,IL,99210,2023-06-29,AGT0073,Zurich,Dental+Vision Bundle
MEM003989,Veronica,Jones,arnoldpamela@example.org,001-898-395-0665x935,1988-04-30,OH,93673,2024-10-04,AGT0045,MetLife,Dental Basic
MEM003990,Joseph,Brown,turnermichael@example.net,+1-660-668-9217,1973-09-23,TX,65007,2024-11-01,AGT0048,MetLife,Vision Basic
MEM003991,Jennifer,House,carol52@example.org,299-249-8976x3916,1989-01-17,TN,59327,2024-03-15,AGT0029,Zurich,Dental+Vision Bundle
MEM003992,Randall,Roberts,jnguyen@example.com,7156295063,1977-12-30,GA,14942,2023-09-22,AGT0006,VSP,Vision Premium
MEM003993,Cynthia,Mcknight,owallace@example.com,304.845.6759,1989-06-16,GA,32454,2023-05-28,AGT0029,Zurich,Dental Premium
MEM003994,Maureen,Bowman,tinaflores@example.net,+1-751-412-7481x6269,1959-08-10,CA,03736,2023-01-26,AGT0012,VSP,Dental Basic
MEM003995,Matthew,Wade,cookbarbara@example.net,001-732-819-7465x6382,1994-10-15,MI,79023,2024-01-10,AGT0040,VSP,Dental+Vision Bundle
MEM003996,Brandon,Ayala,flittle@example.net,+1-976-681-3891x020,1971-01-27,TN,04766,2023-09-23,AGT0072,VSP,Dental Basic
MEM003997,Gregory,Patel,marycook@example.net,4037190857,1997-12-22,IL,69153,2024-02-24,AGT0021,VSP,Vision Premium
MEM003998,Joseph,Taylor,huntdanielle@example.com,(707)874-8602,1961-04-28,FL,30946,2024-11-26,AGT0024,VSP,Vision Basic
MEM003999,Thomas,Romero,davishannah@example.net,(990)997-2732x8557,1995-09-13,GA,35462,2023-01-04,AGT0054,Zurich,Dental+Vision Bundle
MEM004000,Angela,Scott,boydfrederick@example.org,461.898.2726x06576,1985-11-26,IL,62186,2023-12-26,AGT0017,VSP,Dental+Vision Bundle
MEM004001,Dylan,Thompson,dan97@example.net,001-868-904-2887x8925,1989-08-25,GA,91088,2024-09-28,AGT0070,VSP,Vision Basic
MEM004002,Eric,Phillips,keith15@example.com,476-726-9672,1976-04-29,FL,64156,2023-10-04,AGT0060,MetLife,Vision Premium
MEM004003,Ronnie,Hubbard,melissa14@example.com,(599)483-1430x995,1955-05-24,MI,13973,2024-08-15,AGT0047,MetLife,Dental Basic
MEM004004,Amber,Sawyer,daniellucas@example.com,+1-830-958-6548x33880,1995-10-12,KY,14770,2023-04-22,AGT0065,Zurich,Vision Basic
MEM004005,Cassandra,Vasquez,michaelmiller@example.net,(997)756-6717x52409,1963-01-23,IL,68264,2023-11-05,AGT0031,VSP,Dental+Vision Bundle
MEM004006,Nicholas,Krueger,diamondnorman@example.net,647.349.5004,1977-08-06,IN,71219,2023-08-03,AGT0040,Zurich,Dental Premium
MEM004007,Megan,Chen,stevensonroy@example.org,8793843634,1999-02-19,IL,42762,2024-01-23,AGT0015,MetLife,Dental Basic
MEM004008,Jennifer,Flores,zguzman@example.org,904-986-9384x1370,1988-10-30,KY,04272,2024-10-14,AGT0078,Zurich,Vision Premium
MEM004009,Jeremy,Barrett,cannonchristopher@example.org,482-360-6068,1982-01-08,KY,62603,2023-06-17,AGT0074,MetLife,Dental Basic
MEM004010,Christine,Hurst,mary67@example.org,001-457-842-0500x80001,1974-10-19,KY,01019,2024-02-14,AGT0012,MetLife,Dental Basic
MEM004011,Hannah,Lopez,martinezcarrie@example.com,+1-487-509-0904,1994-03-27,MI,20118,2024-09-19,AGT0070,Zurich,Dental Basic
MEM004012,Stephanie,Fitzgerald,rwalker@example.com,(445)204-0794x2592,1991-08-05,MI,22327,2023-05-31,AGT0001,Zurich,Dental Premium
MEM004013,Bryan,Perez,krista07@example.com,235-393-2561x837,1970-03-21,TN,45428,2023-11-11,AGT0076,VSP,Vision Basic
MEM004014,Shawn,Burnett,lance66@example.org,345-898-4847,1966-01-14,OH,84458,2024-05-29,AGT0068,Zurich,Dental Premium
MEM004015,Karen,Armstrong,robertchandler@example.com,+1-656-782-6814x15501,1998-03-01,IN,60171,2024-03-05,AGT0052,VSP,Dental Premium
MEM004016,Alexander,Campbell,daltontodd@example.org,+1-537-759-1128x6131,1981-02-27,OH,43668,2023-01-19,AGT0013,MetLife,Dental Basic
MEM004017,Seth,Davis,davischristopher@example.net,+1-259-642-5352x537,1983-04-17,KY,20859,2023-06-14,AGT0026,Zurich,Vision Premium
MEM004018,Anthony,Zimmerman,cindy99@example.com,+1-444-308-0995x8928,1966-09-24,MI,85007,2023-03-26,AGT0004,MetLife,Vision Premium
MEM004019,Matthew,Parker,alopez@example.net,597.572.5188,1977-11-24,CA,73989,2023-02-22,AGT0068,VSP,Dental Basic
MEM004020,Stephanie,Lawrence,kevinwillis@example.org,5267398649,1994-07-23,IL,39115,2023-09-03,AGT0013,Zurich,Vision Premium
MEM004021,Jonathan,Montgomery,vsmith@example.com,253-788-2234x0917,1984-07-18,IN,64105,2024-06-01,AGT0008,MetLife,Dental Basic
MEM004022,Vanessa,Torres,vanessathomas@example.com,328.227.5987x68079,1959-06-04,CA,47162,2023-07-26,AGT0058,Zurich,Dental+Vision Bundle
MEM004023,David,Hall,samuel29@example.net,438.563.4587,1954-06-10,OH,50913,2024-09-29,AGT0012,VSP,Dental Basic
MEM004024,Kristin,Valdez,aliciacurry@example.net,898-211-4575x8738,1968-10-29,KY,48607,2023-01-14,AGT0061,MetLife,Dental Basic
MEM004025,Brandon,Ellis,cole52@example.com,718.471.0003x003,1958-11-15,CA,86880,2024-05-23,AGT0060,Zurich,Vision Basic
MEM004026,Thomas,Maddox,hreid@example.com,824.294.8783,1959-06-02,GA,94566,2023-02-16,AGT0020,VSP,Vision Premium
MEM004027,Emily,Kemp,jennifer55@example.net,+1-928-214-6172,1954-07-27,TX,11443,2024-09-23,AGT0034,MetLife,Vision Basic
MEM004028,Angela,Wilson,ideleon@example.org,628.936.0696x6884,1991-11-13,TX,77290,2023-10-19,AGT0043,VSP,Dental+Vision Bundle
MEM004029,Keith,Sanchez,ilee@example.org,6625480727,1960-10-22,OH,44524,2024-10-05,AGT0027,VSP,Dental Premium
MEM004030,Mary,Shelton,yduncan@example.org,774.234.2050x24090,1997-07-23,IL,73800,2023-12-12,AGT0016,MetLife,Vision Basic
MEM004031,Crystal,Page,michael37@example.org,(709)326-9252x617,2000-01-27,TX,48539,2023-06-20,AGT0057,Zurich,Vision Premium
MEM004032,Melanie,Miller,nicolethompson@example.net,570.402.1361x39992,1962-05-06,FL,28855,2024-04-27,AGT0077,MetLife,Vision Premium
MEM004033,Brenda,Wagner,rguerra@example.net,+1-245-912-2760x7866,1960-01-17,GA,92009,2024-04-24,AGT0014,VSP,Dental Basic
MEM004034,Richard,Roberts,kathleendurham@example.org,771.335.9923x3128,1959-12-19,CA,12125,2024-06-08,AGT0061,MetLife,Dental Basic
MEM004035,William,Jordan,reeddavid@example.org,626-825-7489,2003-06-12,CA,53149,2023-07-27,AGT0050,VSP,Vision Basic
MEM004036,Janice,Torres,matthew57@example.com,+1-719-343-4254x82508,1998-01-15,MI,10900,2023-05-04,AGT0063,VSP,Dental+Vision Bundle
MEM004037,Michael,Leon,shannon50@example.net,565-434-2542x2880,1990-02-20,GA,55716,2023-02-11,AGT0072,MetLife,Dental+Vision Bundle
MEM004038,Aaron,Hudson,kim05@example.com,+1-968-873-3520x188,1966-05-02,KY,12281,2023-01-08,AGT0071,MetLife,Vision Premium
MEM004039,Christopher,Cohen,mhuff@example.org,(786)965-3581,1982-11-13,TN,81649,2024-07-16,AGT0060,Zurich,Dental Basic
MEM004040,Paula,Barrett,christophermeyer@example.net,+1-223-585-5151,1973-01-17,KY,33580,2023-06-23,AGT0025,MetLife,Dental Basic
MEM004041,Richard,Kim,hunteramber@example.org,280-381-2727x460,1966-09-16,IL,99388,2024-02-09,AGT0016,VSP,Vision Basic
MEM004042,David,Diaz,oyoung@example.org,001-310-484-8557x9393,1984-04-23,TX,33274,2024-01-29,AGT0046,VSP,Dental Premium
MEM004043,Andrew,Hogan,lsullivan@example.com,484-961-5910x145,1992-05-11,IN,86505,2024-11-13,AGT0050,VSP,Vision Premium
MEM004044,Laura,Bryant,jocelynhill@example.net,313-287-5093,1955-12-13,GA,96715,2024-01-01,AGT0080,Zurich,Dental Basic
MEM004045,Robert,Ware,branchjeremiah@example.net,(699)271-7772x166,1982-09-19,IL,10846,2024-08-14,AGT0012,VSP,Dental Basic
MEM004046,Lindsay,Stanton,anne34@example.com,779-772-8089x372,1986-06-23,KY,56737,2023-04-29,AGT0019,VSP,Dental Basic
MEM004047,Daniel,Griffith,melissasantiago@example.org,848-610-2703,1950-11-13,MI,94278,2024-05-06,AGT0026,VSP,Dental Basic
MEM004048,Richard,Huerta,vsanders@example.net,5527723754,1996-11-22,KY,40593,2024-10-26,AGT0021,VSP,Dental+Vision Bundle
MEM004049,Thomas,Peters,wilsongeorge@example.net,5749869935,1998-04-14,MI,94753,2023-04-26,AGT0074,MetLife,Dental Premium
MEM004050,Andrea,Baker,fritzjennifer@example.com,(459)614-4450x3231,1995-03-01,OH,83662,2023-10-27,AGT0029,MetLife,Dental Basic
MEM004051,William,Day,farmermadeline@example.com,425-989-1596x545,1988-02-20,CA,28941,2023-04-20,AGT0010,MetLife,Dental Premium
MEM004052,Stephen,Lopez,danny89@example.org,+1-242-841-8504x890,1954-03-16,IL,03104,2023-08-23,AGT0013,VSP,Dental+Vision Bundle
MEM004053,Ralph,Smith,ibenitez@example.com,4829833009,1992-09-23,TN,29151,2024-01-22,AGT0071,VSP,Vision Premium
MEM004054,Jesse,Morris,meghansnyder@example.org,001-967-521-8257x157,1971-12-27,MI,95317,2024-02-18,AGT0079,VSP,Dental Basic
MEM004055,David,Castillo,lauraperez@example.com,+1-569-803-6184,1958-02-20,OH,70717,2024-07-17,AGT0001,VSP,Dental Basic
MEM004056,Gabriel,Lara,tanyajenkins@example.org,001-557-217-8300,1974-10-10,FL,82948,2023-05-02,AGT0054,VSP,Vision Premium
MEM004057,Micheal,Parker,morrisbrooke@example.net,001-574-582-8758,1994-01-05,TX,99472,2023-06-09,AGT0075,VSP,Dental+Vision Bundle
MEM004058,Colton,Payne,emilysmith@example.net,(815)373-2083,1978-09-18,FL,94853,2023-05-06,AGT0032,Zurich,Dental Premium
MEM004059,Nicholas,Lopez,elawrence@example.org,310-898-2048,1962-04-11,TX,13001,2023-04-24,AGT0010,VSP,Dental+Vision Bundle
MEM004060,Bryce,Wright,angelaparks@example.net,(770)415-8967x196,1958-11-02,IL,84930,2023-12-04,AGT0030,Zurich,Dental Premium
MEM004061,Ryan,Allen,martinmary@example.com,+1-480-232-7399x666,1994-08-28,TX,76173,2024-07-30,AGT0013,VSP,Dental Premium
MEM004062,Carlos,Bryant,carlos28@example.org,001-291-675-6735x0822,1983-10-08,IN,65236,2023-06-08,AGT0077,VSP,Dental Basic
MEM004063,Diane,Watts,andrewwatkins@example.com,001-507-548-8241,1951-09-11,IL,46709,2024-01-28,AGT0038,VSP,Dental Premium
MEM004064,Robert,Thomas,rshelton@example.org,+1-790-214-7342x7220,1975-02-20,GA,81102,2024-01-14,AGT0060,VSP,Dental Basic
MEM004065,Anthony,Garcia,fordjustin@example.net,001-986-522-0686,1955-10-20,FL,54254,2024-01-02,AGT0014,MetLife,Vision Basic
MEM004066,Wendy,Allen,caleb52@example.org,(398)720-2901x665,1994-11-11,FL,09669,2023-03-04,AGT0016,VSP,Dental Premium
MEM004067,Steven,Vasquez,johncampbell@example.net,(266)647-9846x50335,1993-02-15,TX,50683,2023-09-27,AGT0030,VSP,Vision Premium
MEM004068,William,Horton,floresdennis@example.com,(509)860-3075x856,1969-06-04,OH,31031,2023-03-04,AGT0063,VSP,Dental Premium
MEM004069,Paige,Anderson,briannamccarty@example.net,457-563-4339x971,1997-07-22,IN,54756,2023-08-22,AGT0024,VSP,Dental Premium
MEM004070,Jeffrey,Johnson,lawsonsarah@example.com,001-970-361-9878x018,1977-01-25,TX,54433,2023-03-16,AGT0042,Zurich,Vision Basic
MEM004071,Nicole,Pena,josephmiller@example.com,967-324-2742x07842,1984-05-22,IN,60574,2023-07-05,AGT0021,Zurich,Dental Basic
MEM004072,Sarah,Brown,zanthony@example.com,+1-567-814-3648,1985-05-21,TX,11435,2023-09-23,AGT0052,MetLife,Dental+Vision Bundle
MEM004073,Tina,Edwards,andradewilliam@example.com,001-200-425-1882x816,1999-10-17,TX,99043,2023-07-10,AGT0039,MetLife,Dental Premium
MEM004074,Mark,Wright,kelly10@example.org,(401)439-2160,1972-06-28,IL,69648,2024-03-14,AGT0002,VSP,Vision Premium
MEM004075,Nancy,Carr,stephenfigueroa@example.net,001-497-526-3329x3300,1968-07-23,IL,22811,2024-01-22,AGT0062,MetLife,Dental+Vision Bundle
MEM004076,Amy,Morris,thomasalan@example.com,(224)817-4860,1980-05-07,MI,35739,2023-07-31,AGT0071,VSP,Vision Basic
MEM004077,Lauren,Vargas,johnvazquez@example.net,2296027699,1982-02-17,CA,41828,2023-05-22,AGT0017,MetLife,Dental+Vision Bundle
MEM004078,Brandon,Booker,allenfields@example.org,001-569-927-8297x25398,1995-03-19,FL,38456,2024-03-17,AGT0078,MetLife,Dental Premium
MEM004079,Leslie,Wallace,jonesjacob@example.net,590-385-6432x065,1952-09-16,KY,19598,2024-11-18,AGT0067,Zurich,Dental+Vision Bundle
MEM004080,Vanessa,Stone,teresafranklin@example.com,+1-554-857-3485x4132,1970-12-21,IL,50458,2024-08-28,AGT0008,Zurich,Dental Premium
MEM004081,Sharon,Jones,marywhite@example.org,+1-781-497-3349x45204,1971-02-10,KY,37232,2024-01-15,AGT0001,VSP,Vision Premium
MEM004082,Dustin,Braun,garrett73@example.net,+1-789-607-6131x8763,1962-12-28,FL,94542,2024-06-21,AGT0026,Zurich,Dental Premium
MEM004083,Bobby,Cain,lisasmith@example.org,001-767-988-6951x270,1979-05-16,CA,04261,2023-03-27,AGT0058,VSP,Dental+Vision Bundle
